Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Total
2018,3,Santiago Del Estero,25805,58789,23,1662,86360
2018,3,Tierra Del Fuego,19365,22649,1502,1,45564
2018,3,Tucumán,161209,9280,110,252,171166
2018,2,Buenos Aires,1450203,1807868,143626,71256,3500699
2018,2,Capital Federal,342431,977916,35610,3908,1369186
2018,2,Catamarca,27444,4415,15,1,34089
2018,2,Chaco,54134,40750,562,1946,98521
2018,2,Chubut,58935,19591,1239,14070,100564
2018,2,Córdoba,345141,327636,13832,16355,713073
2018,2,Corrientes,56541,39715,201,1468,97957
2018,2,Entre Ríos,104811,80376,2405,12313,199985
2018,2,Formosa,23543,7311,18,13625,44554
2018,2,Jujuy,33571,10856,23,640,45133
2018,2,La Pampa,12416,53587,8420,7011,82421
2018,2,La Rioja,16663,34984,13,253,51948
2018,2,Mendoza,152938,36872,3084,6206,200952
2018,2,Misiones,57265,47923,512,391,106147
2018,2,Neuquén,46633,52855,998,12649,115848
2018,2,Río Negro,68667,32795,1252,4396,112235
2018,2,Salta,78386,53478,678,234,134167
2018,2,San Juan,54080,5068,826,3079,64101
2018,2,San Luis,11104,7666,368,16,21468
2018,2,Santa Cruz,18615,4474,585,6734,34405
2018,2,Santa Fe,337934,304349,11354,15801,684552
2018,2,Santiago Del Estero,26074,55935,23,1662,83775
2018,2,Tierra Del Fuego,19372,22756,531,1,44707
2018,2,Tucumán,160315,8965,110,252,169957
2018,1,Buenos Aires,1452061,1793884,133928,64379,3475446
2018,1,Capital Federal,349995,968483,35535,3164,1366570
2018,1,Catamarca,27300,4415,15,1,33945
2018,1,Chaco,54879,40157,383,388,96937
2018,1,Chubut,56375,19591,1194,14070,97959
2018,1,Córdoba,349342,326894,13178,13237,713926
2018,1,Corrientes,56937,35225,888,1334,94417
2018,1,Entre Ríos,106998,75751,3789,10776,197394
2018,1,Formosa,23556,7095,17,1603,32328
2018,1,Jujuy,33856,10456,23,28,44406
2018,1,La Pampa,10807,51389,8386,10556,83064
2018,1,La Rioja,16960,34984,13,253,52245
2018,1,Mendoza,152931,36872,3086,6206,200947
2018,1,Misiones,56311,46880,328,5,103580
2018,1,Neuquén,46714,55072,1000,12404,117903
2018,1,Río Negro,68769,31712,1251,4259,111119
2018,1,Salta,79936,51534,118,204,133183
2018,1,San Juan,54080,5068,826,2246,63268
2018,1,San Luis,11104,7594,368,16,21396
2018,1,Santa Cruz,18615,4474,1799,6734,34405
2018,1,Santa Fe,341997,300421,10674,11636,680026
2018,1,Santiago Del Estero,26788,54594,23,1432,82918
2018,1,Tierra Del Fuego,19372,9663,531,1,31614
2018,1,Tucumán,158611,8921,107,368,168057
2017,4,Buenos Aires,1241172,1718013,131181,60082,3181896
2017,4,Capital Federal,571363,961688,36277,3119,1582324
2017,4,Catamarca,27083,263,11,1,29558
2017,4,Chaco,55035,39690,389,380,96615
2017,4,Chubut,56378,15097,1187,14070,93440
2017,4,Córdoba,349710,324709,12778,12043,709979
2017,4,Corrientes,56786,34722,894,1334,93771
2017,4,Entre Ríos,107764,73692,1894,10267,193703
2017,4,Formosa,23410,6973,19,1603,32056
2017,4,Jujuy,33844,9626,20,28,43552
2017,4,La Pampa,10808,50495,8272,10569,82071
2017,4,La Rioja,16912,34984,14,253,52194
2017,4,Mendoza,152896,16114,3015,6206,180151
2017,4,Misiones,56271,47470,95,5,103895
2017,4,Neuquén,46739,54119,1017,12404,116971
2017,4,Río Negro,68690,30451,1250,4259,109764
2017,4,Salta,80705,50446,127,158,132812
2017,4,San Juan,54079,451,812,2246,58624
2017,4,San Luis,11104,1119,335,17,14904
2017,4,Santa Cruz,18614,1668,582,4638,29452
2017,4,Santa Fe,341680,293831,10602,10965,672460
2017,4,Santiago Del Estero,27313,40407,19,1025,68844
2017,4,Tierra Del Fuego,19372,6906,530,1,28854
2017,4,Tucumán,156583,5223,105,102,162332
2017,3,Buenos Aires,1288025,1571180,124920,35058,3057960
2017,3,Capital Federal,583249,941092,33481,2814,1570359
2017,3,Catamarca,26873,4411,12,1,33478
2017,3,Chaco,54888,37307,456,36,93759
2017,3,Chubut,56359,5645,1217,13503,83544
2017,3,Córdoba,344580,319360,10579,7137,696644
2017,3,Corrientes,56247,33993,947,1334,92548
2017,3,Entre Ríos,107774,69596,1786,6245,185464
2017,3,Formosa,22647,6816,428,2202,32105
2017,3,Jujuy,33796,9395,20,23,43242
2017,3,La Pampa,11378,49679,5153,11536,79690
2017,3,La Rioja,16638,34984,14,252,51913
2017,3,Mendoza,154036,33788,2772,29,192491
2017,3,Misiones,56472,43880,110,5,100476
2017,3,Neuquén,48001,52468,1044,11576,115784
2017,3,Río Negro,69301,30018,1106,3054,107496
2017,3,Salta,80782,50284,127,158,132518
2017,3,San Juan,54499,5068,816,1053,62449
2017,3,San Luis,11407,7576,347,26,21719
2017,3,Santa Cruz,19220,5487,1544,4552,33690
2017,3,Santa Fe,322953,290655,6338,4897,662342
2017,3,Santiago Del Estero,27733,54096,19,911,82794
2017,3,Tierra Del Fuego,21587,7012,622,1,31466
2017,3,Tucumán,154130,6431,106,40,161012
2017,2,Buenos Aires,1378549,1535037,119132,21555,3078631
2017,2,Capital Federal,615262,932466,38628,2819,1600191
2017,2,Catamarca,26401,255,14,1,26705
2017,2,Chaco,54449,35613,458,52,90611
2017,2,Chubut,43994,1067,916,13194,63975
2017,2,Córdoba,341748,303488,4451,6446,657638
2017,2,Corrientes,55262,33192,258,1354,90097
2017,2,Entre Ríos,108309,67650,254,6448,182732
2017,2,Formosa,22493,6410,17,1023,29956
2017,2,Jujuy,33742,8858,22,0,42657
2017,2,La Pampa,12754,48310,5194,6253,73022
2017,2,La Rioja,16244,0,15,2,16289
2017,2,Mendoza,153331,13030,2581,27,170753
2017,2,Misiones,56752,42925,103,5,99794
2017,2,Neuquén,51794,50283,1133,11545,117433
2017,2,Río Negro,67038,29147,961,3213,101619
2017,2,Salta,80184,27280,115,158,108541
2017,2,San Juan,48670,451,772,1073,51881
2017,2,San Luis,11432,1120,354,26,13307
2017,2,Santa Cruz,15311,2722,1365,4735,26388
2017,2,Santa Fe,329813,228102,3234,4958,567280
2017,2,Santiago Del Estero,28337,3900,19,911,33196
2017,2,Tierra Del Fuego,22636,6905,665,1,32557
2017,2,Tucumán,149013,5223,116,14,154411
2017,1,Buenos Aires,1559178,1465817,118839,21200,3189376
2017,1,Capital Federal,428801,918328,38259,2730,1399046
2017,1,Catamarca,26020,248,14,1,26317
2017,1,Chaco,54430,34277,252,52,89050
2017,1,Chubut,43994,999,916,13194,63896
2017,1,Córdoba,335673,293479,4871,5782,641199
2017,1,Corrientes,54993,31994,236,1354,88608
2017,1,Entre Ríos,108509,65095,230,6448,180353
2017,1,Formosa,22438,6215,16,1023,29705
2017,1,Jujuy,33869,9278,22,0,43203
2017,1,La Pampa,12754,47195,5194,6253,71913
2017,1,La Rioja,16180,0,15,2,16225
2017,1,Mendoza,153326,13030,2581,27,170733
2017,1,Misiones,57363,40142,101,5,97619
2017,1,Neuquén,51771,48109,1124,11665,115339
2017,1,Río Negro,67075,28785,954,3213,101288
2017,1,Salta,79837,26845,114,158,107633
2017,1,San Juan,48670,451,772,1073,51873
2017,1,San Luis,11432,1120,354,26,13307
2017,1,Santa Cruz,15502,2722,1272,4733,26486
2017,1,Santa Fe,327458,226094,3210,4948,562882
2017,1,Santiago Del Estero,29616,3900,19,911,34475
2017,1,Tierra Del Fuego,22636,6905,665,1,32557
2017,1,Tucumán,147373,5223,116,14,152771
2016,4,Buenos Aires,1563542,1414676,118747,21394,3142701
2016,4,Capital Federal,434835,914952,38161,2583,1401459
2016,4,Catamarca,26735,250,14,1,27034
2016,4,Chaco,54974,33534,248,52,88847
2016,4,Chubut,43994,955,916,13107,63765
2016,4,Córdoba,337368,289344,3368,5686,636555
2016,4,Corrientes,54981,31497,233,1354,88096
2016,4,Entre Ríos,109359,64141,226,6448,180245
2016,4,Formosa,22400,6061,16,1023,29513
2016,4,Jujuy,33838,8731,22,0,42625
2016,4,La Pampa,12754,47245,5054,6253,71828
2016,4,La Rioja,16270,0,16,2,16316
2016,4,Mendoza,153320,13030,2579,27,170725
2016,4,Misiones,57983,39294,100,5,97390
2016,4,Neuquén,51742,46389,1124,11910,113835
2016,4,Río Negro,67057,28474,954,3274,101020
2016,4,Salta,79389,26657,110,158,106935
2016,4,San Juan,48670,451,772,1121,51921
2016,4,San Luis,11432,1120,354,26,13307
2016,4,Santa Cruz,15607,2722,1055,4823,26464
2016,4,Santa Fe,326721,225792,3201,4946,561832
2016,4,Santiago Del Estero,30192,3900,19,911,35051
2016,4,Tierra Del Fuego,22636,6905,665,1,32557
2016,4,Tucumán,146995,4482,116,14,151652
2016,3,Buenos Aires,1574216,1355770,113463,18867,3086592
2016,3,Capital Federal,447726,905105,36796,2514,1403104
2016,3,Catamarca,26689,248,14,1,26970
2016,3,Chaco,56251,32730,232,2,89230
2016,3,Chubut,43987,935,916,13364,63952
2016,3,Córdoba,348481,285480,2540,5695,642591
2016,3,Corrientes,55934,30813,217,1354,88340
2016,3,Entre Ríos,112588,61850,206,6441,181149
2016,3,Formosa,21800,5905,9,0,27716
2016,3,Jujuy,34250,8236,22,0,42538
2016,3,La Pampa,12751,45952,4910,6236,70364
2016,3,La Rioja,16891,0,15,2,16930
2016,3,Mendoza,153233,13030,2576,28,170624
2016,3,Misiones,59776,38130,79,5,97997
2016,3,Neuquén,51752,44739,1093,12402,112603
2016,3,Río Negro,67043,28496,942,3293,101026
2016,3,Salta,80866,26113,90,157,107791
2016,3,San Juan,48670,451,770,1174,51968
2016,3,San Luis,11432,1113,354,23,13293
2016,3,Santa Cruz,15570,2722,817,4978,26257
2016,3,Santa Fe,334911,223011,3037,4862,567011
2016,3,Santiago Del Estero,31730,3900,19,3,35660
2016,3,Tierra Del Fuego,22636,6276,665,1,31925
2016,3,Tucumán,147259,3850,116,53,151319
2016,2,Buenos Aires,1579448,1305949,113070,21163,3045291
2016,2,Capital Federal,450644,892209,36669,2390,1394584
2016,2,Catamarca,26262,245,14,1,26556
2016,2,Chaco,56112,31825,221,52,88251
2016,2,Chubut,43977,867,916,13293,63856
2016,2,Córdoba,348891,277615,1709,5610,634914
2016,2,Corrientes,55511,29845,203,1354,86956
2016,2,Entre Ríos,112809,58768,169,6434,178373
2016,2,Formosa,22101,5658,6,1023,28802
2016,2,Jujuy,33758,7374,22,0,41189
2016,2,La Pampa,12754,44654,4708,6225,68888
2016,2,La Rioja,16691,0,15,2,16736
2016,2,Mendoza,153321,13030,2576,29,170824
2016,2,Misiones,59573,36145,77,5,95815
2016,2,Neuquén,51742,42370,1088,12466,110515
2016,2,Río Negro,67031,28100,939,3300,100704
2016,2,Salta,79438,24719,85,151,104932
2016,2,San Juan,48670,451,770,1214,52013
2016,2,San Luis,11432,1063,354,30,13256
2016,2,Santa Cruz,15453,2722,396,4996,26153
2016,2,Santa Fe,336244,219088,2981,4744,564474
2016,2,Santiago Del Estero,32101,3900,19,911,36961
2016,2,Tierra Del Fuego,22636,5707,665,1,31359
2016,2,Tucumán,145486,2968,116,58,148677
2016,1,Buenos Aires,1583560,1200859,111231,21108,2942515
2016,1,Capital Federal,454425,832126,36332,2284,1337896
2016,1,Catamarca,26096,243,15,1,26389
2016,1,Chaco,56353,29994,211,52,86651
2016,1,Chubut,43967,834,916,13280,63800
2016,1,Córdoba,350884,252346,674,5636,609926
2016,1,Corrientes,55454,28491,192,1354,85536
2016,1,Entre Ríos,113101,54948,146,6425,174813
2016,1,Formosa,21852,5420,5,1023,28314
2016,1,Jujuy,33481,6751,22,0,40289
2016,1,La Pampa,12754,41881,4536,6209,65929
2016,1,La Rioja,16645,0,16,2,16691
2016,1,Mendoza,153299,13030,2576,34,170810
2016,1,Misiones,59538,33330,70,5,92958
2016,1,Neuquén,51702,36122,1085,12502,104261
2016,1,Río Negro,66894,27312,937,3341,99822
2016,1,Salta,78973,22741,73,132,102426
2016,1,San Juan,48670,451,770,1195,51994
2016,1,San Luis,11432,1042,354,27,13232
2016,1,Santa Cruz,15654,2723,396,5088,26287
2016,1,Santa Fe,338052,204816,3014,4686,551996
2016,1,Santiago Del Estero,32838,3900,19,911,37698
2016,1,Tierra Del Fuego,22636,4834,665,1,30486
2016,1,Tucumán,144233,2165,116,74,146637
2015,4,Buenos Aires,1586343,1223603,103269,20397,2959385
2015,4,Capital Federal,455427,879950,19818,2273,1370226
2015,4,Catamarca,26180,242,15,1,26472
2015,4,Chaco,56818,29456,186,52,86553
2015,4,Chubut,43968,811,916,13521,64019
2015,4,Córdoba,353530,266062,480,5613,626070
2015,4,Corrientes,55681,28178,177,1354,85435
2015,4,Entre Ríos,113983,53411,122,6427,174137
2015,4,Formosa,21734,5314,4,1023,28089
2015,4,Jujuy,32934,6933,22,0,39924
2015,4,La Pampa,12755,42705,4327,6205,66366
2015,4,La Rioja,16886,0,16,2,16932
2015,4,Mendoza,153293,13030,2572,38,170807
2015,4,Misiones,60252,32533,48,5,92853
2015,4,Neuquén,51680,38902,1048,12934,107416
2015,4,Río Negro,66851,27221,915,3407,99722
2015,4,Salta,78744,22446,47,129,101920
2015,4,San Juan,48670,451,770,1230,52029
2015,4,San Luis,11432,1025,354,30,13218
2015,4,Santa Cruz,15614,2723,396,5261,26403
2015,4,Santa Fe,339843,212911,2885,4596,561672
2015,4,Santiago Del Estero,33582,4365,19,1139,39135
2015,4,Tierra Del Fuego,22636,4301,665,1,29953
2015,4,Tucumán,144188,1653,116,88,146095
2015,3,Buenos Aires,1585467,1183894,113590,19989,2928765
2015,3,Capital Federal,454815,871262,30974,2229,1372068
2015,3,Catamarca,25801,242,15,1,26093
2015,3,Chaco,56282,28809,186,52,85370
2015,3,Chubut,43964,792,916,13408,63883
2015,3,Córdoba,351692,264055,1450,5412,622998
2015,3,Corrientes,55792,27604,176,1340,84959
2015,3,Entre Ríos,113909,51945,122,6261,172434
2015,3,Formosa,21573,5264,2,899,27752
2015,3,Jujuy,32598,6895,22,0,39550
2015,3,La Pampa,12755,41886,4078,6195,65471
2015,3,La Rioja,16725,0,16,2,16771
2015,3,Mendoza,153299,13030,2572,42,170823
2015,3,Misiones,59921,31635,46,5,91622
2015,3,Neuquén,47102,36620,1045,13051,100616
2015,3,Río Negro,66806,27130,917,3415,99614
2015,3,Salta,78064,21688,47,129,100573
2015,3,San Juan,48670,451,770,1231,52030
2015,3,San Luis,11432,1025,354,31,13219
2015,3,Santa Cruz,15540,2718,396,5226,26271
2015,3,Santa Fe,337042,209673,4169,4426,556738
2015,3,Santiago Del Estero,33886,4365,19,1097,39397
2015,3,Tierra Del Fuego,22636,8085,665,1,33737
2015,3,Tucumán,142925,1135,116,88,144314
2015,2,Buenos Aires,1581770,1141052,115660,19268,2883790
2015,2,Capital Federal,453178,858342,19786,2172,1346284
2015,2,Catamarca,25387,242,15,1,25679
2015,2,Chaco,55767,27809,179,52,83848
2015,2,Chubut,43949,762,916,13055,63485
2015,2,Córdoba,348130,255596,435,5199,609746
2015,2,Corrientes,55238,26553,157,1321,83316
2015,2,Entre Ríos,113378,49767,119,6031,169492
2015,2,Formosa,21097,5164,2,737,27050
2015,2,Jujuy,32183,5482,22,0,37722
2015,2,La Pampa,12756,40825,3719,6190,64052
2015,2,La Rioja,16463,0,16,2,16509
2015,2,Mendoza,153301,13030,2572,38,170823
2015,2,Misiones,59179,29283,37,5,88519
2015,2,Neuquén,47078,34183,1044,12781,97885
2015,2,Río Negro,66738,26268,916,3457,98727
2015,2,Salta,77214,20297,47,129,98267
2015,2,San Juan,48670,451,770,1189,51988
2015,2,San Luis,11432,1025,354,33,13221
2015,2,Santa Cruz,15343,2707,396,4917,25763
2015,2,Santa Fe,333117,204685,2877,4320,546388
2015,2,Santiago Del Estero,33873,4365,19,1091,39378
2015,2,Tierra Del Fuego,22636,7927,665,1,33579
2015,2,Tucumán,139944,479,116,88,140677
2015,1,Buenos Aires,1583135,1096836,134177,18754,2861842
2015,1,Capital Federal,454934,841743,19334,1994,1332721
2015,1,Catamarca,25033,241,16,1,25332
2015,1,Chaco,54952,26161,164,27,81360
2015,1,Chubut,45645,717,906,12540,65273
2015,1,Córdoba,343883,247564,415,4645,596957
2015,1,Corrientes,54649,25372,129,1319,81531
2015,1,Entre Ríos,112363,47411,108,5943,166070
2015,1,Formosa,21022,4951,1,670,26700
2015,1,Jujuy,31505,5048,22,0,36611
2015,1,La Pampa,13143,39571,3215,6164,62697
2015,1,La Rioja,16282,0,16,2,16333
2015,1,Mendoza,152433,13030,2542,29,170160
2015,1,Misiones,58262,26836,30,5,85146
2015,1,Neuquén,47518,32152,1024,12088,95742
2015,1,Río Negro,66274,25217,907,3473,97333
2015,1,Salta,76280,19781,47,129,96811
2015,1,San Juan,48441,451,755,1165,51819
2015,1,San Luis,11414,1025,351,30,13232
2015,1,Santa Cruz,16215,2700,392,4772,26641
2015,1,Santa Fe,328809,199037,2845,4239,536437
2015,1,Santiago Del Estero,33813,4365,19,1020,39252
2015,1,Tierra Del Fuego,22291,7924,657,1,33456
2015,1,Tucumán,137857,115,116,88,138276
2014,4,Buenos Aires,1575978,1070135,120528,17728,2816407
2014,4,Capital Federal,455785,840224,17155,1962,1330520
2014,4,Catamarca,25192,241,16,0,25493
2014,4,Chaco,55024,10918,31,0,66035
2014,4,Chubut,48539,697,891,12256,68542
2014,4,Córdoba,345157,240452,419,3918,590432
2014,4,Corrientes,54754,9526,40,1315,65710
2014,4,Entre Ríos,112291,23027,57,5178,140813
2014,4,Formosa,21245,4896,1,0,26207
2014,4,Jujuy,31349,4583,22,37,36002
2014,4,La Pampa,16043,34281,514,5894,57380
2014,4,La Rioja,16352,0,17,0,16402
2014,4,Mendoza,151797,13030,2534,31,169614
2014,4,Misiones,58435,18613,16,150,77229
2014,4,Neuquén,47721,31778,1014,11853,95396
2014,4,Río Negro,66307,23703,901,3819,96260
2014,4,Salta,76026,17289,48,6,93947
2014,4,San Juan,48653,451,740,1202,52119
2014,4,San Luis,11419,926,355,24,13147
2014,4,Santa Cruz,17553,448,388,4395,25713
2014,4,Santa Fe,335267,183009,3205,6282,529397
2014,4,Santiago Del Estero,34110,4231,19,920,39317
2014,4,Tierra Del Fuego,21948,3664,655,1,28990
2014,4,Tucumán,137093,97,116,13,137424
2014,3,Buenos Aires,1562533,1110628,124474,20049,2849565
2014,3,Capital Federal,450155,833402,17886,1995,1317825
2014,3,Catamarca,24380,244,15,0,24686
2014,3,Chaco,53321,10336,29,1,63746
2014,3,Chubut,49219,668,882,11853,69137
2014,3,Córdoba,340212,240334,444,4064,585431
2014,3,Corrientes,52957,9184,31,1312,63549
2014,3,Entre Ríos,108907,22440,48,5203,136733
2014,3,Formosa,21021,4836,0,0,25937
2014,3,Jujuy,30128,3541,22,37,33741
2014,3,La Pampa,16051,33940,538,11219,62425
2014,3,La Rioja,15864,0,14,1,15916
2014,3,Mendoza,150120,13030,2512,40,167924
2014,3,Misiones,56933,18373,4,3,75327
2014,3,Neuquén,54458,30964,1000,12858,102367
2014,3,Río Negro,65264,26590,888,3533,97780
2014,3,Salta,73828,18394,43,109,92954
2014,3,San Juan,48272,451,731,1199,51779
2014,3,San Luis,11303,925,355,25,13046
2014,3,Santa Cruz,17862,492,385,4273,26110
2014,3,Santa Fe,325577,183630,4407,6540,520887
2014,3,Santiago Del Estero,32820,3900,19,768,37548
2014,3,Tierra Del Fuego,21840,3469,650,1,28792
2014,3,Tucumán,131739,97,117,13,132066
2014,2,Buenos Aires,1568881,1025490,120008,17020,2764546
2014,2,Capital Federal,447637,828411,17729,1883,1310215
2014,2,Catamarca,24380,243,17,0,24683
2014,2,Chaco,53321,9870,30,0,63279
2014,2,Chubut,51070,649,866,10960,70519
2014,2,Córdoba,337825,234729,351,3673,576952
2014,2,Corrientes,52883,8680,31,1309,62958
2014,2,Entre Ríos,108900,21706,49,4795,135583
2014,2,Formosa,20894,4628,0,0,25600
2014,2,Jujuy,30128,4161,23,40,34361
2014,2,La Pampa,15957,32600,513,5869,55628
2014,2,La Rioja,15864,0,14,0,15912
2014,2,Mendoza,148979,13030,2480,36,166807
2014,2,Misiones,56933,17594,4,150,74689
2014,2,Neuquén,47767,29776,997,10765,92288
2014,2,Río Negro,64920,24944,876,3657,95957
2014,2,Salta,73841,17504,45,7,91974
2014,2,San Juan,48161,451,722,1139,51646
2014,2,San Luis,11306,925,354,22,13055
2014,2,Santa Cruz,18956,448,381,4118,27169
2014,2,Santa Fe,324101,178495,3085,6041,512358
2014,2,Santiago Del Estero,32820,4231,19,907,38011
2014,2,Tierra Del Fuego,21618,3008,648,1,28209
2014,2,Tucumán,131740,97,121,13,132069
2014,1,Buenos Aires,1567685,1000879,120960,16528,2739876
2014,1,Capital Federal,445569,820161,17767,1866,1299918
2014,1,Catamarca,24126,46,17,0,24232
2014,1,Chaco,52971,9497,30,0,62556
2014,1,Chubut,51066,539,866,10776,70221
2014,1,Córdoba,336841,225769,347,3585,566910
2014,1,Corrientes,52565,8279,31,1306,62236
2014,1,Entre Ríos,107883,21379,49,4887,134331
2014,1,Formosa,20774,4548,0,0,25422
2014,1,Jujuy,29765,4030,23,0,33827
2014,1,La Pampa,15826,31305,513,5848,54193
2014,1,La Rioja,15663,0,14,0,15711
2014,1,Mendoza,148970,12076,2480,37,165845
2014,1,Misiones,56597,17191,4,150,73950
2014,1,Neuquén,47790,28161,997,10381,90380
2014,1,Río Negro,64886,24156,876,3576,95066
2014,1,Salta,73131,17538,45,8,91290
2014,1,San Juan,48161,434,722,808,51298
2014,1,San Luis,11306,428,354,21,12557
2014,1,Santa Cruz,18927,100,381,4092,26764
2014,1,Santa Fe,322662,174296,3059,5951,506612
2014,1,Santiago Del Estero,32567,3598,19,915,37133
2014,1,Tierra Del Fuego,21618,2837,648,1,28038
2014,1,Tucumán,129717,83,121,13,130032
